name,artist,genres,id_spotify,cover_art,isrc,preview_url,download_url
Tasnif e Chahargah(Gisu Kamand),Salar Aghili,"classical,traditional,persian",,,,,
Khoda ro Che Didi,Reza Sadeghi,"pop,persian",56qwDxnyLDLGwIGtlvmP7S,https://assets.rjassets.com/static/mp3/reza-sadeghi-khoda-ro-che-didi/704ea05c.jpg,IRIRA1010156,https://p.scdn.co/mp3-preview/50e625125003bdb66d99f04289b2182d08bc77fc?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/reza-sadeghi-khoda-ro-che-didi/Reza+Sadeghi+-+Khoda+Ro+Che+Didi.mp3
Shabhaye Rooz,Damahi Band,"rock,persian",,https://assets.rjassets.com/static/mp3/damahi-band-shabhaye-rooz/a709f981008b8ba.jpg,,,https://host1.media-rj.com/media/mp3/damahi-band-shabhaye-rooz/Damahi+Band+-+Shabhaye+Rooz.mp3
Khiaban,Marjan Farsad,"pop,rock,persian",4Bk9wHhXQTL7S3LsuTNRlT,https://assets.rjassets.com/static/mp3/marjan-farsad-khiaban/8020621f8061d1f.jpg,CAO8K2000014,https://p.scdn.co/mp3-preview/ed22361e3d24442ea7dac1abd2ecfe6d4dd43477?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/95850-21a9df718960c41.mp3
Me And You [RapSaye.com],Take It Easy Hospital,"pop,rock,persian",,,,,
Naghd,GDaal,"rap,persian",4AUvb8vrTU58kH3kW626oG,https://i.scdn.co/image/ab67616d0000b2733dc5252cedee23fa1461e800,UKGRA1600301,https://p.scdn.co/mp3-preview/4107bd8d850136f7515cd15eb77f7dbb2ff63f72?cid=0f3710c5e6654c7983ad32e438f68f9d,
Gohar Na Sadaf,Shakila,"pop,traditional,persian",2bjXJ6bBUlYGcc1wZRLo7P,https://i.scdn.co/image/ab67616d0000b273025c99054ff83035664705c2,USPUP0811342,https://p.scdn.co/mp3-preview/04ca2fc5d6074dce141e1c8d0539a295990d1702?cid=0f3710c5e6654c7983ad32e438f68f9d,
Naro,Mohsen Yeganeh,"pop,persian",279c9wz2gXa2bhb6KTy98K,https://assets.rjassets.com/static/mp3/mohsen-yeganeh-naro/edfa68c5.jpg,,https://p.scdn.co/mp3-preview/e96ae1caffd01bcf9cd6b321ed047b12d8f3aa10?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/5823-9c208c80ad969db.mp3
Midnight in Tehran,Dang Show,"persian,traditional",,,,,
bemoon ta bemoonam,Googoosh,"persian,pop",47O14wRjtkl94nCPxg16cx,https://navaimg.b-cdn.net/2015/01/Googoosh-Bemoon-Ta-Bemoonam.jpg,USBMF0540119,https://p.scdn.co/mp3-preview/7e57427d0f6c55dd4366ecff173c54e4c6885c9b?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/artists/googoosh/kooh/lq/Googoosh%20-%20Bemoon%20Ta%20Bemoonam.mp3
Ey Vallah,Pouran,"pop,persian",,,,,
Amoo Zanjirbaf,Roozbeh Nematollahi,"pop,persian",3eLpaGPocJn0NW9KpKKi47,https://assets.rjassets.com/static/mp3/roozbeh-nematollahi-amoo-zanjir-baaf/50024c82496a70b.jpg,IRIRA1100805,https://p.scdn.co/mp3-preview/81241fdcd4131fef2bc53de92419cd8f381cd570?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/roozbeh-nematollahi-amoo-zanjir-baaf/Roozbeh+Nematollahi+-+Amoo+Zanjir+Baaf.mp3
Inam Az To,Shahab Ramezan,"pop,persian",,https://assets.rjassets.com/static/mp3/shahab-ramezan-inam-az-to/6ffa5358.jpg,,,https://host1.media-rj.com/media/mp3/shahab-ramezan-inam-az-to/Shahab+Ramezan+-+Inam+Az+To.mp3
Khab o Bidari,Ehsan Khaje Amiri,"pop,persian",,https://assets.rjassets.com/static/mp3/ehsan-khajehamiri-khab-o-bidari/0d5dafc3.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/978-12b90cdb5b6fe07.mp3
Geryeye Mard (the Man's Cry),Abjeez,"persian,pop,rock",2OhFalKpEypYKUi02Jeyzm,https://i.scdn.co/image/ab67616d0000b273bc1dd204df487fca71f5f24e,sexgc0600102,https://p.scdn.co/mp3-preview/5d117010d9bebcaedcb176e8294ec2ba4ddf714a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Aay Aashegha,Ahmadreza Nabizadeh,"pop,rock,traditional,persian",,https://assets.rjassets.com/static/mp3/ahmadreza-nabi-zadeh-aay-aashegha/b094947c.jpg,,,https://host1.media-rj.com/media/mp3/ahmadreza-nabizadeh-aay-aashegha/Ahmadreza+Nabizadeh+-+Aay+Aashegha.mp3
Gheblegahe Delha,Parvin,"pop,classical,persian",3eoRqdoMJwtbt4zAd9ojVD,https://i.scdn.co/image/ab67616d0000b27377f84c3f988ff340391148bb,USPUP0812091,https://p.scdn.co/mp3-preview/e03a064d1c9190f97cc33055e0d41e8c9376d426?cid=0f3710c5e6654c7983ad32e438f68f9d,
Shabhaye Barareh,Mehran Modiri,"pop,persian",,,,,
Mano Doost Daran,Taham,"rap,persian",,,,,
minalco (eke remix),Safir,"rap,persian",,,,,
Omr,Milad Derakhshani,"pop,persian",7DNmcGsRqOXRSqNIRAYVjT,https://i.scdn.co/image/ab67616d0000b273f1f3f183ff21b34e57e51165,QM6N21840076,https://p.scdn.co/mp3-preview/96a8b6d260bb23e9f288fb4a59cd18a6fba9ff4b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Man Maste Eshgham,Mehdi Jahani,"pop,persian",,https://assets.rjassets.com/static/mp3/mehdi-jahani-man-maste-eshgham/193123f89663625.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/26204-696b0281a64ed3a.mp3
Bebakhsh Mano (Ft Justina),Tanbe10,"rap,persian",,https://navaimg.b-cdn.net/2013/08/tanbe10-bebakhsh-mano-ft-justina-f.jpg,,,https://cdn2.navahang.net/navahang-remote/old-media/mp3/Tanbe10%20-%20Bebakhsh%20Mano%20(Ft%20Justina).mp3
Sime Akhar,Mohsen EbrahimZadeh,"pop,persian",6AESxtV7S0FKjwi2rif6D4,https://apin1mservice.com/image-application/mohsenebrahimzadeh-sime-akhar-mp3.jpg,FR2X41988463,https://p.scdn.co/mp3-preview/dcadff49a1e7d91e0073bee483ad89252f325d64?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1397/08/26/Mohsen Ebrahimzadeh - Sime Akhar [128].mp3
Zanjir,Taham,"rap,persian",1zs1QxZxByBKhXw01qny7B,https://assets.rjassets.com/static/mp3/taham-zanjir/21a439cb.jpg,usx9p1244414,https://p.scdn.co/mp3-preview/e68dd2c53b33ac462c82f8427f517228006410b4?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/taham-zanjir/Taham+-+Zanjir.mp3
Havaye Taazeh,Fereidoon Foroughi,"pop,persian",7doxUAzhfKyJdxA4stZo9Y,https://assets.rjassets.com/static/mp3/fereidoon-foroughi-havaye-tazeh/2cb66712eb55063.jpg,USPUP0812921,https://p.scdn.co/mp3-preview/03441cf54bfe770cd035d0cfae513e83cf10aef3?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/7475-a3bed952845172a.mp3
Ghalbe Man,Shadmehr Aghili,"pop,instrumental,persian",56Sz3MTf0cGyjYwTJOZVRY,https://assets.rjassets.com/static/mp3/shadmehr-aghili-ghalbe-man/46e4059fb52376b.jpg,TCADM1894933,https://p.scdn.co/mp3-preview/672b8051f9a82a57a2b57d9bb8d5564cb1b52223?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/74840-15f520666f46732.mp3
"Well, It Happens",Ali Samadpour,"instrumental,persian",0Ws2Y86yrayvRXoT4ArcYP,https://i.scdn.co/image/ab67616d0000b2736492c194391f499df0543f82,ES18G1250421,https://p.scdn.co/mp3-preview/06c86a83f127f7747e0f263fbc08f3ba35ae4506?cid=0f3710c5e6654c7983ad32e438f68f9d,
The Secret Garden,Sussan Deyhim,"traditional,persian",1FYfLtkx9auVQge699IWAi,https://i.scdn.co/image/ab67616d0000b2730865072c587fe76c0d56f485,DEBL60751229,https://p.scdn.co/mp3-preview/039033af91063e48b1730d8404cfc8c4b7cf78ca?cid=0f3710c5e6654c7983ad32e438f68f9d,
Vadeh Kardi,Marzieh,"pop,rock,rap,traditional,persian",0oUlmE8WCAybrI0samNjt8,https://i.scdn.co/image/273f0cd2f253a1630cf567c4cb4f335a03ca11b7,USBMF0541802,https://p.scdn.co/mp3-preview/ab55a5aaeb87c5edf6c00d1f0024667aabace6d9?cid=0f3710c5e6654c7983ad32e438f68f9d,
Fish Dance,Bijan Chemirani,"instrumental,traditional,persian",3qCWZlCF0lIky8rWFRDnck,https://i.scdn.co/image/ab67616d0000b273671bc43d3de9991a86228067,FRV630200012,https://p.scdn.co/mp3-preview/112f5a0285eb4feaf8807c12df53cbdfa882d158?cid=0f3710c5e6654c7983ad32e438f68f9d,
Doorim (M.H PROJECT Remix),Poobon,"rap,persian",,,,,
Del Khoshi,Shadmehr Aghili,"pop,instrumental,persian",0DeAituB2O442Dvx04xlnM,https://assets.rjassets.com/static/mp3/shadmehr-aghili-del-khoshi/a18af1954eed60e.jpg,IRIRA0913701,https://p.scdn.co/mp3-preview/efab2f138548a2317d2cbb7e4d766bed7c507a3c?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/shadmehr-aghili-del-khoshi/Shadmehr+Aghili+-+Del+Khoshi.mp3
Dardesar (Ft. Behzad Leito),CatchyBeatz,"rap,persian",,,,,
Bavar Nemikonam,Ehsan Khaje Amiri,"pop,persian",,https://assets.rjassets.com/static/mp3/ehsan-khajehamiri-bavar-nemikonam/cfe6502b.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/8201-9f9ce87946fcb3c.mp3
Mobarakam Bashe,Nima Allameh,"pop,persian",,https://apin1mservice.com/image-application/nimaallameh-mobarakam-bashe-album.jpg,,,
Seil-e Anduh,Behdad Babaii & Navid Afghah,"traditional,persian",,,,,
she said,Persian Rugs,"rock,persian",,,,,
Rudabeh's Dream,Azam Ali and Loga Ramin Torkian,"traditional,persian",,,,,
Jonoon,Ali Abdolmaleki,"pop,persian",6ykiQfO6l8h2wlY9vG7inM,https://apin1mservice.com/image-application/ali-abdolmaleki-jonoon-mp3.jpg,FRX762001871,https://p.scdn.co/mp3-preview/2d21baea822e599ed2c3cbd0ef9247967d83d887?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/Artist/Ali Abdolmaleki/Mp3/Ali Abdolmaleki - Jonoon [128] .mp3
Ney Nava / Jâmeh Darân,Hossein Alizâdeh,"instrumental,traditional,persian",,,,,
Asheghet Shodam,Farzad Farzin,"pop,persian",0mgZa0KFmW31bWTgCAzgu3,https://assets.rjassets.com/static/mp3/farzad-farzin-asheghet-shodam/2b6837ec7f763cd.jpg,FR2X41664752,https://p.scdn.co/mp3-preview/93384a95910193a6894983a423276f69e8a772d9?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/53332-b43b0417b774e8d.mp3
Afsordegi,Ali Yasini,"pop,persian",,https://assets.rjassets.com/static/mp3/ali-yasini-afsordegi/31f76d3d3524a5c.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/40208-6a8ac472739aba8.mp3
Saze shekasteh,Delkash,"pop,classical,traditional,persian",1OalUt7AWBawL30zdJ4y9P,https://i.scdn.co/image/dcc578bfec624799b1d3d7554b8f901eafe6a5be,USBMF0541104,https://p.scdn.co/mp3-preview/d474de1792a026afd3367a40d9af8a01cc1add10?cid=0f3710c5e6654c7983ad32e438f68f9d,
Reng E Esfahan,Arshad Tahmasbi,"instrumental,traditional,persian",,,,,
Romeo (Void),Ramesh,"pop,persian",5c5QRpwUE1zKxGT4UsrlCd,https://i.scdn.co/image/ab67616d0000b2738c28f7852871f227faf96177,TCABT1400021,https://p.scdn.co/mp3-preview/8b6a90164f6c5a89714f7ba161f4066f53d2ff13?cid=0f3710c5e6654c7983ad32e438f68f9d,
Komakam Kon,Bahman,"instrumental,persian",2VegcqM1QXtHz3gBpQ5qG6,https://i.scdn.co/image/ab67616d0000b27362a6e243580d536da9c9cf36,USPUP0812181,https://p.scdn.co/mp3-preview/6b07292c8026082c34fd33c444a227929278e94b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Now We Are Free - Night Train Version,Babak Rahnama,"pop,persian",2VF4XBZOFRug7UO26yg4iB,https://i.scdn.co/image/ab67616d0000b273900d8daf2d5a7e77456cbbb8,GBGCA1000482,https://p.scdn.co/mp3-preview/81efe5f9a10c2733e434d6a24a9b66a51dcbb737?cid=0f3710c5e6654c7983ad32e438f68f9d,
Dele Khasteh,Banan,"rap,classical,traditional,persian",3cIH7DQIiZdlqeNwYKCP1S,https://i.scdn.co/image/ab67616d0000b27333f5275137bd71241b209201,USBMF0962322,https://p.scdn.co/mp3-preview/55ff5a86536fe67de13e93316a7d7b3319109e3c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bi Saropa,Makan Ashgvari,"rock,persian",,https://assets.rjassets.com/static/mp3/makan-ashgvari-bi-saropa/ba96152880402f7.jpg,,,https://host1.media-rj.com/media/mp3/makan-ashgvari-bi-saropa/Makan+Ashgvari+-+Bi+Saropa.mp3
Tasnif : Nafas -e- Bad -e- Saba,Iraj Bastami,"classical,traditional,persian",,,,,
Minaye Shekasteh,Marzieh,"pop,rock,rap,traditional,persian",2S4OtH0fG6pSMep4lBnpEd,https://i.scdn.co/image/3558e91a96a1227b99f4be215150fc7d17c3b769,USBMF7559007,https://p.scdn.co/mp3-preview/edc05e14538a974e55f3b43751009f6b64f15e52?cid=0f3710c5e6654c7983ad32e438f68f9d,
Tak Derakhti,Pouran,"pop,persian",51QxP846ftHWPly2fiDUYL,https://i.scdn.co/image/6b6bd269d9f5595a1d2a6469de9317a3928d36c1,USBMF0663016,https://p.scdn.co/mp3-preview/2f456572e005af2a0a04cb7d2c27187ce71e6ccf?cid=0f3710c5e6654c7983ad32e438f68f9d,
Tu Ert So Peilig,Safir,"rap,persian",,,,,
Yeniden,Sahar,"pop,persian",,,,,
Mitazam (Ft Sohrab MJ) [Nex1Music.IR],Alireza JJ & Sijal,"rap,persian",,,,,
Bot,Safir,"rap,persian",,,,,
In Jang,Zakhmi,"rap,persian",,,,,
Eyd Oomad Bahar Oomad,Arian Band,"pop,persian",4CF7KYd16Xefjcwa94esjG,https://assets.rjassets.com/static/mp3/arian-band-eyd-oomad-bahar-oomad/bb77dbe4.jpg,ushm21511677,https://p.scdn.co/mp3-preview/534715870e1216405797e1249e3f45c1a94476f7?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/10252-67d00f0e4783205.mp3
Shodam Rosva,Davood Azad,"traditional,persian",,,,,
Baroon Gerefte Halamo,Roozbeh Nematollahi,"pop,persian",,https://assets.rjassets.com/static/mp3/roozbeh-nematollahi-baroon-gerefte-halamo/ae80e691.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/11636-3a76012da062c8c.mp3
Hamechi Hast,Sohrab MJ,"rap,persian",5vNNgh7tV8LyWBiMU8fQ8i,https://i.scdn.co/image/ab67616d0000b2739ce34669a1f2a1b4b38000f1,ushm81827383,https://p.scdn.co/mp3-preview/81a69268ddfaa52fc57ce71d8a605f85e4f7c4f5?cid=0f3710c5e6654c7983ad32e438f68f9d,
Azam Doori,Mehdi Moghaddam,"pop,persian",4DeXuaeUxYBybrmkIks0JB,https://apin1mservice.com/image-application/mehdi-moghaddam-azam-doori-mp3.jpg,FR59R1860126,,http://music.n1mstaticfile.com/artists/Mehdi Moghaddam/Mp3/Mehdi Moghaddam - Azam Doori [128].mp3
Yasaman,Andy & Kouros,"pop,persian",,,,,
Ay Del,Afshin,"pop,persian",,,,,
Rayban Be Cheshm,TM Bax,"pop,rap,persian",,https://assets.rjassets.com/static/mp3/tm-bax-rayban-be-cheshm/d50a8ada.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/18651-e7a0ab9cfd96083.mp3
Mano Sazam,Babak Jahanbakhsh,"pop,persian",,https://apin1mservice.com/image-application/babak-jahanbakhsh-mano-sazam-mp3.jpg,,,http://music.n1mstaticfile.com/artists/Babak Jahanbakhsh/Babak Jahanbakhsh - Mano Sazam [128].mp3
Hamraz,Habib,"pop,rock,instrumental,persian",3vDVwXbd1RcdR3HEU9NMcC,https://assets.rjassets.com/static/mp3/habib-hamraz/0dc285af16948ec.jpg,USPUP0812658,https://p.scdn.co/mp3-preview/f98d1276afe6b936a56400a74c5de75cfafa1935?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/habib-hamraz/Habib+-+Hamraz.mp3
Avaze Bayate Tork,Ahmad Ebadi,"instrumental,traditional,persian",,,,,
Dorogh,7th Band,"pop,classical,persian",,https://assets.rjassets.com/static/mp3/7th-band-dorogh-goo/2664b831.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/9843-6004722efbc0b7e.mp3
Tehran ' LA Kon,Sasy Mankan,"pop,rap,persian",,,,,
Micharkhe,Daygard,"rap,persian",,,,,
Golestan,Javid Afsari Rad,"instrumental,traditional,persian",,,,,
Shakhsi,Farzad Farzin,"pop,persian",,https://assets.rjassets.com/static/mp3/farzad-farzin-shakhsi/5ad825c6429538d.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/22572-db8993473c62562.mp3
Laatcheri [Nex1Music.IR],Sohrab MJ,"rap,persian",4afa21psyIN7hwKcdMDk5P,https://assets.rjassets.com/static/mp3/sohrab-mj-laatcheri/896de8ad3fa5c20.jpg,ushm81774721,https://p.scdn.co/mp3-preview/59803bb46afcfb46a39c8075e19cd04688d2c86b?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/76041-fdf7f93a336a534.mp3
Generosity - Original Mix,Arta,"rap,persian",3Pe4pA4XLryAUpwgJfnJ04,https://i.scdn.co/image/ab67616d0000b27319154792e6ed223d5affa682,GBLV61529461,https://p.scdn.co/mp3-preview/e1581dd456b6ed0defa26558916de7a815f25d39?cid=0f3710c5e6654c7983ad32e438f68f9d,
Biraheha,Ali Lohrasbi,"pop,persian",,,,,
Saz & Avaz,Mohammadreza Shajarian,"pop,classical,traditional,persian",,,,,
Dar Daste Maast (our Free Choices),Abjeez,"persian,pop",6WrF4bK7NM692rLKFB4DQu,https://i.scdn.co/image/ab67616d0000b273bc1dd204df487fca71f5f24e,sexgc0600101,https://p.scdn.co/mp3-preview/29f08ae02d3b579cffd4b317b8cf2518d09b29a9?cid=0f3710c5e6654c7983ad32e438f68f9d,
Baram Doa Kon,Reza Sadeghi,"pop,persian",67VmHSB2slfFkRtY3HP9il,https://assets.rjassets.com/static/mp3/reza-sadeghi-baram-doa-kon/e337982d.jpg,IRIRA1010164,https://p.scdn.co/mp3-preview/53ee6cb4aa4b632a5e94481d279221bde4ef0e76?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/reza-sadeghi-baram-doa-kon/Reza+Sadeghi+-+Baram+Doa+Kon.mp3
Hala,Ebi,"persian,pop",1XEG5Ol6ePfPuZiRobRvAd,https://assets.rjassets.com/static/mp3/ebi-hala/393ca23b.jpg,USA370392238,https://p.scdn.co/mp3-preview/3ffc7834c79f9805fc3ecd81b2371d241ccc3ff2?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/ebi-hala/Ebi+-+Hala.mp3
Vafgheh,Hatef,"pop,persian",61BDczOJVb4FKxrXHafknP,https://i.scdn.co/image/ab67616d0000b27353dcfed67503b46db03a6cf2,USPUP0810580,https://p.scdn.co/mp3-preview/48aa9876e10b77d94d47b1391a742037751da473?cid=0f3710c5e6654c7983ad32e438f68f9d,
Dukebox,Sussan Deyhim,"traditional,persian",4wNLX0TcU5TSmQCgMy1ON2,https://i.scdn.co/image/ab67616d0000b273920b216320c771878259cb6f,US4R31110010,https://p.scdn.co/mp3-preview/165f4777601636e2d12817cc77055de5917d3220?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Mese Chi (feat. Mama Don, Gdaal & Sina Mafee)",CatchyBeatz,"rap,persian",,,,,
Engar (Remix),Rana Mansour,"pop,rock,persian",6OuasJJD9akxca7l6q148r,https://navaimg.b-cdn.net/2019/08/Rana-Mansour-Engar-Remix.jpg,ushm21528009,https://p.scdn.co/mp3-preview/5381c87bbf633773d1087bfa0337b06b3e5d2612?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/2015/mp3/03/lq/Rana%20Mansour%20-%20Engar%20(Remix).mp3
Chaharmezrab Pegah,Iraj Bastami,"classical,traditional,persian",,,,,
Salibi,Sepehr Khalse,"rap,persian",7FsTC9kCpIir68VZNgGuYZ,https://assets.rjassets.com/static/mp3/khalse-salibi/616c183c3d8fca5.jpg,ushm21899365,https://p.scdn.co/mp3-preview/7d1d09ece560034de0e81693184d44c403db50c4?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/83370-5445a08f3f934a8.mp3
Mahe Nakhshab,Fataneh,"pop,persian",2KaRBjS4ZyFetS5QKG65QL,https://assets.rjassets.com/static/mp3/fataneh-mahe-nakhshab/bab129ba597a234.jpg,USPUP0811984,https://p.scdn.co/mp3-preview/a805c0fbd47582e4276673a2b125eb4dc3a0619e?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/fataneh-mahe-nakhshab/Fataneh+-+Mahe+Nakhshab.mp3
Parandeh ( Atour Remix ),Atour,"persian,rap",,,,,
Rhapsody for Orchestra (Mahoor),Faramarz Payvar,"classical,instrumental,traditional,persian",,,,,
Ahay,Hoorosh Band,"pop,persian",0dmsKO5sUX2m9iA23DBW8B,https://apin1mservice.com/image-application/hoorosh-band-ahay-music.jpg,FR2X41988524,https://p.scdn.co/mp3-preview/e6eb40d6132b674057aef9cab0bc25078a609525?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1397/12/18/Hoorosh Band - Ahay [128].mp3
07. Lullaby (Lalaee),Nour Ensemble,"traditional,persian",,,,,
Madad Rangi,Ebi,"pop,traditional,persian",1kcqzV920e9gicIYIfQvel,https://i.scdn.co/image/ab67616d0000b2738fd4b64880ec1c7f99a03e91,USPUP0810831,https://p.scdn.co/mp3-preview/a833cb02935f9669d223504385284c4648f79e60?cid=0f3710c5e6654c7983ad32e438f68f9d,
Scenarios And Starlights [RapSaye.com],Take It Easy Hospital,"pop,rock,persian",,,,,
Maghsad,Shohreh,"pop,persian",34t2t9iwFVhmppj6Vr0TYK,https://i.scdn.co/image/6696734cf3491b10c1f37c507088fbf066d136b6,USBMF9502154,https://p.scdn.co/mp3-preview/66b26ef8f0d29e08bfe4cf3133a6a38a5faf0c12?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ah,Mehrpouya,"rock,persian",,,,,
Raziam,Zakhmi,"rap,persian",,https://assets.rjassets.com/static/mp3/zakhmi-raziam/16dda75cbe700b1.jpg,,,https://host2.media-rj.com/media/mp3/mp3-256/84222-1179958dfaa5674.mp3
Rahatam Bezar,Barobax,"pop,persian",,,,,
Hame Chi Aroomeh,Hamid Talebzadeh,"pop,persian",,https://navaimg.b-cdn.net/2017/04/Hamid-Talebzadeh-Hamechi-Aroomeh.jpg,,,https://cdn2.navahang.net/media/2017/mp3/04/lq/Hamid%20Talebzadeh%20-%20Hamechi%20Aroomeh.mp3
Amsterdam (Single),Faarjam,"pop,rock,persian",,,,,
Hichkas - Ye Rooze Khoob Miad [Prod. by,Mahdyar,"rap,persian",,,,,
Bikhabi,Faramarz Assef,"pop,persian",46iZQaA4h9Syv8sFhMZBds,https://assets.rjassets.com/static/mp3/faramarz-assef-ziafate-bikhabi/382adfaea3a9aa7.jpg,USBMF9120331,https://p.scdn.co/mp3-preview/98f1242c4422345cb9f13b3bad9e4ad07462e036?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/62358-2ad6cf45e9997d6.mp3
Eshghe Bi Gonah,Ahmad Saeedi,"pop,persian",6bE2vuLcI4qRpOYKuhJuwf,https://assets.rjassets.com/static/mp3/ahmad-saeedi-eshghe-bi-gonah/8b392f9f52f8699.jpg,TCABO1305303,https://p.scdn.co/mp3-preview/e93c190b3deb3634a47f1d092a38778ef9c12f4c?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/2452-ea80741ab42354e.mp3
Ham Khoone,Wantons,"rap,persian",,https://assets.rjassets.com/static/mp3/wantons-ham-khoone/db17b98d34366b0.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/38659-228546784c70e8c.mp3
Khabardar,Shahyad,"pop,persian",4bPmaQ8h5TVLdglcmEBpAL,https://assets.rjassets.com/static/mp3/shahyad-khabardar/41e01aac1dab604.jpg,USPUP0810658,https://p.scdn.co/mp3-preview/27493aa7f844e48f1e4b70eef89d3d35eac2f6a6?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/shahyad-khabardar/Shahyad+-+Khabardar.mp3
Wala Witâna,Ostad Elahi,"instrumental,traditional,persian",31luIsT5zfLzgDGx9kjb9u,https://i.scdn.co/image/ab67616d0000b273e8669d477f436dcaef754631,,https://p.scdn.co/mp3-preview/0ac7d481b86cd0a151398169baeb66b92bb2404f?cid=0f3710c5e6654c7983ad32e438f68f9d,
Pashimooni,Shahab Ramezan,"pop,persian",,https://assets.rjassets.com/static/mp3/shahab-ramezan-pashimooni/f97d0ef5.jpg,,,https://host1.media-rj.com/media/mp3/shahab-ramezan-pashimooni/Shahab+Ramezan+-+Pashimooni.mp3
Rooze Akhari,Mehdi Jahani,"pop,persian",,https://assets.rjassets.com/static/mp3/mehdi-jahani-rooze-akhari/e0215f92.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/13551-356d5aaac40407d.mp3
Bigharar,Sirvan Khosravi,"pop,persian",,https://assets.rjassets.com/static/mp3/sirvan-khosravi-bigharar/03188454.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/6415-a2c46f3a96bb45e.mp3
Aghaye Banafsh,Pallett,"pop,persian",468yNqcUM9TrBjem77zsA2,https://i.scdn.co/image/ab67616d0000b2733deb3c55a8c9d4deaa8a4c43,QM6N21446706,https://p.scdn.co/mp3-preview/43807e90c075a533a8e06ca631cb7396c546a583?cid=0f3710c5e6654c7983ad32e438f68f9d,
To Hamooni Ke Sedam Kard,Saeed Modarres,"pop,persian",,,,,
Scenarios & Starlights,Take It Easy Hospital,"pop,rock,persian",,,,,
Reng E Mahoor,Arshad Tahmasbi,"instrumental,traditional,persian",,,,,
04 - Bavarkon [prod.Ya'Ra],Daygard,"rap,persian",,,,,
A Lover's Guide,Dang Show,"persian,traditional",306I5WLl9OEDv7dTJthl9o,https://assets.rjassets.com/static/mp3/dang-show-a-lovers-guide/d5d2c494.jpg,QM7281888926,https://p.scdn.co/mp3-preview/1acdec678057c6b28d4766ff164b34801d0cb5f2?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/dang-show-a-lovers-guide/Dang+Show+-+A+Lover%27s+Guide.mp3
